registration_number,production_line,iata_type,model_name,model_code,icao_code_hex,iata_code_short,construction_number,test_registration_number,rollout_date,first_flight_date,delivery_date,registration_date,line_number,plane_series,airline_iata_code,airline_icao_code,plane_owner,engines_count,engines_type,plane_age,plane_status,plane_class
N426FE,Airbus A300/A310,A310-200,A310,A310-203(F),A5126B,31X,245,F-WZEG,0000-00-00,1983-05-03T22:00:00.000Z,1983-06-16T22:00:00.000Z,1996-11-13T23:00:00.000Z,null,203F,FX,null,Federal Express Corp,2,JET,34.0,active,null
N427FE,Airbus A300/A310,A310-200,A310,A310-203(F),A51622,31X,362,F-WZEF,0000-00-00,1985-01-03T23:00:00.000Z,1985-02-18T23:00:00.000Z,1996-11-11T23:00:00.000Z,null,203F,FX,null,Federal Express Corp,2,JET,32.0,active,null
N429FE,Airbus A300/A310,A310-200,A310,A310-203(F),A51D90,31X,364,F-WZEM,0000-00-00,1985-02-06T23:00:00.000Z,1985-03-20T23:00:00.000Z,1996-12-17T23:00:00.000Z,null,203F,FX,null,Federal Express Corp,2,JET,32.0,active,null
N430FE,Airbus A300/A310,A310-200,A310,A310-203(F),A523A0,31X,394,F-WWBD,0000-00-00,1985-07-09T22:00:00.000Z,1985-09-24T22:00:00.000Z,1997-01-25T23:00:00.000Z,null,203F,FX,null,Federal Express Corp,2,JET,32.0,inactive,null
N443FE,Airbus A300/A310,A310-200,A310,A310-203(F),A55644,31X,283,F-WZEA,0000-00-00,1983-10-23T23:00:00.000Z,1984-01-12T23:00:00.000Z,1997-12-14T23:00:00.000Z,null,203F,FX,null,Federal Express Corp,2,JET,34.0,active,null
N453FE,Airbus A300/A310,A310-200,A310,A310-222(F),A57DC3,31X,267,F-WZEM,0000-00-00,1983-07-28T22:00:00.000Z,1983-09-27T23:00:00.000Z,1999-02-25T23:00:00.000Z,null,222F,FX,null,Federal Express Corp,2,JET,34.0,active,null
N454FE,Airbus A300/A310,A310-200,A310,A310-222(F),A5817A,31X,278,F-WZER,0000-00-00,1983-09-29T23:00:00.000Z,1983-12-08T23:00:00.000Z,1999-10-14T22:00:00.000Z,null,222F,FX,null,Federal Express Corp,2,JET,34.0,active,null
N455FE,Airbus A300/A310,A310-200,A310,A310-222(F),A58531,31X,331,F-WZEO,0000-00-00,1984-04-10T22:00:00.000Z,1984-05-29T22:00:00.000Z,2003-01-29T23:00:00.000Z,null,222F,FX,null,Federal Express Corp,2,JET,33.0,active,null
N467FE,Boeing 727,B727-200,727,B727-225Adv. (F),A5B41E,72Y,21449,null,null,1977-11-10T23:00:00.000Z,1977-11-17T23:00:00.000Z,1998-04-19T22:00:00.000Z,1306,225F,FX,null,Federal Express Corp,3,JET,39.0,inactive,null
N521FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A68D27,M1F,48478,null,0000-00-00,1992-11-22T23:00:00.000Z,1992-12-20T23:00:00.000Z,2005-05-31T22:00:00.000Z,514,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N522FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A690DE,M1F,48476,null,0000-00-00,1992-09-25T22:00:00.000Z,1992-11-15T23:00:00.000Z,2004-10-14T22:00:00.000Z,510,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N523FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A69495,M1F,48479,null,0000-00-00,1993-05-13T22:00:00.000Z,1993-06-21T22:00:00.000Z,2004-10-14T22:00:00.000Z,536,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N525FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A69C03,M1F,48565,null,0000-00-00,1993-06-05T22:00:00.000Z,1993-06-21T22:00:00.000Z,2004-10-14T22:00:00.000Z,542,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N528FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A6A728,M1F,48623,null,0000-00-00,1996-08-23T22:00:00.000Z,1996-09-13T22:00:00.000Z,2004-10-14T22:00:00.000Z,605,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N529FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A6AADF,M1F,48624,null,0000-00-00,1998-02-02T23:00:00.000Z,1998-02-19T23:00:00.000Z,2004-10-14T22:00:00.000Z,622,F,FX,null,Federal Express Corp,3,JET,19.0,active,null
N550FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A6FFED,D1X,46521,null,1972-08-02T23:00:00.000Z,0000-00-00,1972-08-31T23:00:00.000Z,1997-09-16T22:00:00.000Z,055,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N554FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A70EC9,D1X,46708,null,1972-09-14T23:00:00.000Z,1972-09-29T23:00:00.000Z,1972-10-18T23:00:00.000Z,2002-11-14T23:00:00.000Z,062,10F,FX,null,Federal Express Corp,2,null,45.0,active,null
N559FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A7215C,D1X,46930,null,1973-06-20T23:00:00.000Z,1973-07-03T23:00:00.000Z,1973-07-19T23:00:00.000Z,1999-08-04T22:00:00.000Z,112,10F,FX,null,Federal Express Corp,2,null,44.0,active,null
N560FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A7276C,D1X,46938,null,1974-04-14T23:00:00.000Z,1974-04-28T23:00:00.000Z,1974-05-13T23:00:00.000Z,1999-11-16T23:00:00.000Z,153,10F,FX,null,Federal Express Corp,2,null,43.0,active,null
N562FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A72EDA,D1X,46947,null,1977-11-06T23:00:00.000Z,1978-01-08T23:00:00.000Z,1978-02-09T23:00:00.000Z,2003-03-13T23:00:00.000Z,247,10F,FX,null,Federal Express Corp,2,null,39.0,active,null
N564FE,McDonnell Douglas DC,DC-10-10,DC-10,MD-10-10(F),A73648,D1X,46984,null,1977-12-22T23:00:00.000Z,1978-03-20T23:00:00.000Z,1978-04-30T22:00:00.000Z,2003-02-09T23:00:00.000Z,250,10F,FX,null,Federal Express Corp,3,JET,39.0,active,null
N566FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A73DB6,D1X,46989,null,1979-01-02T23:00:00.000Z,1979-02-24T23:00:00.000Z,1979-03-14T23:00:00.000Z,1999-05-06T22:00:00.000Z,271,10F,FX,null,Federal Express Corp,2,null,38.0,active,null
N567FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A7416D,D1X,46994,null,1979-01-21T23:00:00.000Z,1979-02-26T23:00:00.000Z,1979-04-02T22:00:00.000Z,2001-06-06T22:00:00.000Z,273,10F,FX,null,Federal Express Corp,2,null,38.0,active,null
N570FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A74EEB,D1X,47829,null,1980-03-16T23:00:00.000Z,0000-00-00,1980-05-22T22:00:00.000Z,1999-04-15T22:00:00.000Z,321,10F,FX,null,Federal Express Corp,2,null,2016.0,active,null
N571FE,McDonnell Douglas DC,DC-10-10,MD-10,MD-10-10(F),A752A2,D1X,47830,null,1980-04-02T23:00:00.000Z,1980-05-13T22:00:00.000Z,1980-06-08T22:00:00.000Z,2002-03-18T23:00:00.000Z,323,10F,FX,null,Federal Express Corp,2,null,37.0,active,null
N572FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F(ER),A75659,M1F,48755,null,0000-00-00,1997-05-06T22:00:00.000Z,1997-05-23T22:00:00.000Z,2009-06-03T22:00:00.000Z,613,F,FX,null,Federal Express Corp,3,JET,20.0,active,null
N573FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A75A10,M1F,48769,null,0000-00-00,1996-11-06T23:00:00.000Z,1996-11-26T23:00:00.000Z,2009-09-02T22:00:00.000Z,603,F,FX,null,RGL-3 Corporation,3,JET,20.0,active,null
N574FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A75DC7,M1F,48499,null,0000-00-00,1991-12-10T23:00:00.000Z,1991-12-30T23:00:00.000Z,2004-09-28T22:00:00.000Z,486,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N575FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7617E,M1F,48500,null,0000-00-00,0000-00-00,1992-04-03T22:00:00.000Z,2005-08-03T22:00:00.000Z,493,F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N576FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A76535,M1F,48501,null,0000-00-00,0000-00-00,1992-09-29T23:00:00.000Z,2003-10-06T22:00:00.000Z,513,F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N577FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A768EC,M1F,48469,null,0000-00-00,1992-10-22T23:00:00.000Z,1992-11-12T23:00:00.000Z,2004-10-28T22:00:00.000Z,519,F,FX,null,Federal Express Corp,3,JET,25.0,inactive,null
N578FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A76CA3,M1F,48458,null,0000-00-00,1990-05-27T22:00:00.000Z,1992-09-23T22:00:00.000Z,2001-04-04T22:00:00.000Z,449,F,FX,null,Federal Express Corp,3,JET,27.0,active,null
N582FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A77DD8,M1F,48420,null,0000-00-00,1990-11-22T23:00:00.000Z,1991-01-31T23:00:00.000Z,1996-01-21T23:00:00.000Z,451,F,FX,null,Wells Fargo Bank Northwest NA Trustee,3,JET,26.0,active,null
N583FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7818F,M1F,48421,null,0000-00-00,1990-10-11T23:00:00.000Z,1991-04-21T22:00:00.000Z,1997-06-10T22:00:00.000Z,452,F,FX,null,Federal Express Corp,3,JET,27.0,active,null
N584FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A78546,M1F,48436,null,0000-00-00,1992-02-26T23:00:00.000Z,1992-04-16T22:00:00.000Z,1997-10-16T22:00:00.000Z,483,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N585FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A788FD,M1F,48481,null,0000-00-00,1992-03-16T23:00:00.000Z,1992-04-18T22:00:00.000Z,1998-06-16T22:00:00.000Z,482,F,FX,null,US Bank NA Trustee,3,JET,25.0,active,null
N586FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A78CB4,M1F,48487,null,0000-00-00,1991-07-24T22:00:00.000Z,1991-08-28T22:00:00.000Z,1996-05-30T22:00:00.000Z,469,F,FX,null,Wells Fargo Bank Northwest NA Trustee,3,JET,26.0,active,null
N587FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7906B,M1F,48489,null,0000-00-00,1992-02-21T23:00:00.000Z,1992-03-11T23:00:00.000Z,1996-09-18T22:00:00.000Z,492,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N588FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A79422,M1F,48490,null,0000-00-00,1992-05-14T22:00:00.000Z,1992-05-27T22:00:00.000Z,2000-05-30T22:00:00.000Z,499,F,FX,null,Wells Fargo Bank Northwest NA Trustee,3,JET,25.0,active,null
N589FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A797D9,M1F,48491,null,0000-00-00,1992-05-31T22:00:00.000Z,1992-06-10T22:00:00.000Z,2001-03-25T22:00:00.000Z,503,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N590FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A79DE9,M1F,48505,null,0000-00-00,0000-00-00,1991-08-01T22:00:00.000Z,1998-05-24T22:00:00.000Z,462,F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N591FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7A1A0,M1F,48527,null,0000-00-00,0000-00-00,1992-07-07T22:00:00.000Z,2001-01-02T23:00:00.000Z,504,F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N592FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7A557,M1F,48550,null,0000-00-00,1993-01-27T23:00:00.000Z,1993-02-10T23:00:00.000Z,2000-01-12T23:00:00.000Z,526,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N593FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7A90E,M1F,48551,null,0000-00-00,1993-01-12T23:00:00.000Z,1993-01-27T23:00:00.000Z,2001-06-27T22:00:00.000Z,527,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N594FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7ACC5,M1F,48552,null,0000-00-00,1993-02-09T23:00:00.000Z,1993-02-24T23:00:00.000Z,2002-06-18T22:00:00.000Z,530,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N595FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7B07C,M1F,48553,null,1993-01-08T23:00:00.000Z,1993-02-18T23:00:00.000Z,1993-03-10T23:00:00.000Z,2001-09-26T22:00:00.000Z,531,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N596FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7B433,M1F,48554,null,0000-00-00,1993-03-08T23:00:00.000Z,1993-03-24T23:00:00.000Z,2000-09-26T22:00:00.000Z,535,F,FX,null,Wells Fargo Bank Northwest NA Trustee,3,JET,24.0,active,null
N597FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7B7EA,M1F,48596,null,0000-00-00,1993-03-15T23:00:00.000Z,1993-03-29T22:00:00.000Z,2002-06-03T22:00:00.000Z,537,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N598FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7BBA1,M1F,48597,null,0000-00-00,1993-04-23T22:00:00.000Z,1993-05-13T22:00:00.000Z,2002-06-02T22:00:00.000Z,540,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N599FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7BF58,M1F,48598,null,0000-00-00,1993-09-05T22:00:00.000Z,1993-09-23T22:00:00.000Z,2001-12-11T23:00:00.000Z,550,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N601FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7CB78,M1F,48401,null,0000-00-00,1990-01-09T23:00:00.000Z,1991-06-26T22:00:00.000Z,1991-06-26T22:00:00.000Z,447,F,FX,null,Federal Express Corp,3,JET,27.0,active,null
N602FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7CF2F,M1F,48402,null,0000-00-00,1990-02-28T23:00:00.000Z,1991-05-28T22:00:00.000Z,1991-05-28T22:00:00.000Z,448,F,FX,null,Federal Express Corp,3,JET,27.0,active,null
N603FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7D2E6,M1F,48459,null,0000-00-00,1991-08-21T22:00:00.000Z,1991-09-10T22:00:00.000Z,1991-09-10T22:00:00.000Z,470,F,FX,null,Federal Express Corp,3,JET,26.0,inactive,null
N604FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7D69D,M1F,48460,null,1992-03-28T23:00:00.000Z,1992-04-26T22:00:00.000Z,1992-05-21T22:00:00.000Z,1992-05-21T22:00:00.000Z,497,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N605FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7DA54,M1F,48514,null,0000-00-00,0000-00-00,1992-09-28T23:00:00.000Z,1992-09-28T23:00:00.000Z,515,F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N606FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7DE0B,M1F,48602,null,0000-00-00,1993-07-07T22:00:00.000Z,1993-07-27T22:00:00.000Z,1993-07-27T22:00:00.000Z,549,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N607FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7E1C2,M1F,48547,null,0000-00-00,1992-09-25T22:00:00.000Z,1992-10-12T23:00:00.000Z,1992-10-12T23:00:00.000Z,517,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N608FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7E579,M1F,48548,null,0000-00-00,1992-11-10T23:00:00.000Z,1992-11-23T23:00:00.000Z,1992-11-23T23:00:00.000Z,521,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N609FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7E930,M1F,48549,null,0000-00-00,1993-06-12T22:00:00.000Z,1993-06-29T22:00:00.000Z,1993-06-29T22:00:00.000Z,545,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N610FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7EF40,M1F,48603,null,0000-00-00,1993-08-04T22:00:00.000Z,1993-08-24T22:00:00.000Z,1993-08-24T22:00:00.000Z,551,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N612FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7F6AE,M1F,48605,null,0000-00-00,1993-09-06T22:00:00.000Z,1993-09-29T23:00:00.000Z,1993-09-29T23:00:00.000Z,555,F,FX,null,Federal Express Corp,3,JET,24.0,active,null
N613FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7FA65,M1F,48749,null,0000-00-00,1996-02-18T23:00:00.000Z,1996-03-11T23:00:00.000Z,1996-03-11T23:00:00.000Z,598,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N614FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A7FE1C,M1F,48528,null,1992-06-20T22:00:00.000Z,0000-00-00,1992-11-11T23:00:00.000Z,1992-11-11T23:00:00.000Z,507,F,FX,null,Federal Express Corp,3,JET,2016.0,active,null
N615FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A801D3,M1F,48767,null,0000-00-00,1996-06-09T22:00:00.000Z,1996-06-25T22:00:00.000Z,1996-06-25T22:00:00.000Z,602,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N616FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A8058A,M1F,48747,null,0000-00-00,1995-11-12T23:00:00.000Z,1995-11-29T23:00:00.000Z,1995-11-29T23:00:00.000Z,594,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N617FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A80941,M1F,48748,null,0000-00-00,1995-11-16T23:00:00.000Z,1995-12-07T23:00:00.000Z,1995-12-07T23:00:00.000Z,595,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N618FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A80CF8,M1F,48754,null,0000-00-00,1996-08-09T22:00:00.000Z,1996-08-21T22:00:00.000Z,1996-08-21T22:00:00.000Z,604,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N619FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A810AF,M1F,48770,null,0000-00-00,1996-10-16T22:00:00.000Z,1996-11-13T23:00:00.000Z,1996-11-13T23:00:00.000Z,607,F,FX,null,Federal Express Corp,3,JET,21.0,active,null
N620FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A816BF,M1F,48791,null,0000-00-00,1999-03-12T23:00:00.000Z,1999-03-28T22:00:00.000Z,1999-03-28T22:00:00.000Z,635,F,FX,null,Federal Express Corp,3,JET,18.0,active,null
N621FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A81A76,M1F,48792,null,0000-00-00,1999-05-02T22:00:00.000Z,1999-05-27T22:00:00.000Z,1999-05-27T22:00:00.000Z,636,F,FX,null,Federal Express Corp,3,JET,18.0,active,null
N623FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A821E4,M1F,48794,null,0000-00-00,1999-06-07T22:00:00.000Z,1999-06-27T22:00:00.000Z,1999-06-27T22:00:00.000Z,638,F,FX,null,Federal Express Corp,3,JET,18.0,active,null
N624FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A8259B,M1F,48443,null,1990-04-25T22:00:00.000Z,1991-01-05T23:00:00.000Z,1991-03-05T23:00:00.000Z,2004-12-22T23:00:00.000Z,458,F,FX,null,Federal Express Corp,3,JET,26.0,active,null
N625FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F(ER),A82952,M1F,48753,null,0000-00-00,1996-12-02T23:00:00.000Z,1996-12-18T23:00:00.000Z,2010-12-06T23:00:00.000Z,608,F,FX,null,Federal Express Corp,3,JET,20.0,active,null
N628FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A83477,M1F,48447,null,0000-00-00,1991-05-20T22:00:00.000Z,1991-06-13T22:00:00.000Z,2005-01-03T23:00:00.000Z,464,F,FX,null,Federal Express Corp,3,JET,26.0,active,null
N631FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A841F5,M1F,48454,null,0000-00-00,1991-10-25T23:00:00.000Z,1991-11-14T23:00:00.000Z,2004-12-23T23:00:00.000Z,477,F,FX,null,Federal Express Corp,3,JET,26.0,active,null
N642FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A86D2B,M1F,48485,null,0000-00-00,1992-06-15T22:00:00.000Z,1992-06-29T22:00:00.000Z,2011-03-22T23:00:00.000Z,502,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N643FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F,A870E2,M1F,48486,null,0000-00-00,1992-07-24T22:00:00.000Z,1992-08-20T22:00:00.000Z,2011-02-21T23:00:00.000Z,509,F,FX,null,Federal Express Corp,3,JET,25.0,active,null
N645FE,McDonnell Douglas DC,MD-11,MD-11,MD-11F(AH),A87850,M1F,48446,null,0000-00-00,1991-05-07T22:00:00.000Z,1991-05-29T22:00:00.000Z,2011-01-20T23:00:00.000Z,463,F,FX,null,Federal Express Corp,3,JET,26.0,inactive,null
N650FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A88D3C,ABY,726,null,0000-00-00,1993-12-01T23:00:00.000Z,1994-05-23T22:00:00.000Z,1994-05-23T22:00:00.000Z,null,F4-605R,FX,null,Federal Express Corp,2,JET,23.0,active,null
N651FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A890F3,ABY,728,null,0000-00-00,1994-01-27T23:00:00.000Z,1994-04-27T22:00:00.000Z,1994-04-27T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,23.0,active,null
N652FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A894AA,ABY,735,null,0000-00-00,1994-03-24T23:00:00.000Z,1994-07-19T22:00:00.000Z,1994-07-19T22:00:00.000Z,null,F4-605R,FX,null,Federal Express Corp,2,JET,23.0,active,null
N653FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A89861,ABY,736,null,0000-00-00,1994-05-09T22:00:00.000Z,1994-07-27T22:00:00.000Z,1994-07-27T22:00:00.000Z,null,F4-605R,FX,null,Federal Express Corp,2,JET,23.0,active,null
N654FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A89C18,ABY,738,null,0000-00-00,1994-06-28T22:00:00.000Z,1994-09-27T23:00:00.000Z,1994-09-27T23:00:00.000Z,null,F4-605R,FX,null,Federal Express Corp,2,JET,23.0,active,null
N655FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A89FCF,ABY,742,null,0000-00-00,1994-09-14T22:00:00.000Z,1994-11-20T23:00:00.000Z,1994-11-20T23:00:00.000Z,null,F4-605R,FX,null,Federal Express Corp,2,JET,23.0,active,null
N656FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8A386,ABY,745,null,0000-00-00,1994-11-08T23:00:00.000Z,1995-02-20T23:00:00.000Z,1995-02-20T23:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,22.0,active,null
N657FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8A73D,ABY,748,null,0000-00-00,1995-01-02T23:00:00.000Z,1995-03-01T23:00:00.000Z,1995-03-01T23:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,22.0,active,null
N658FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8AAF4,ABY,752,null,0000-00-00,1995-01-29T23:00:00.000Z,1995-05-03T22:00:00.000Z,1995-05-03T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,22.0,active,null
N659FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8AEAB,ABY,757,null,0000-00-00,1995-05-22T22:00:00.000Z,1995-07-30T22:00:00.000Z,1995-07-30T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,22.0,active,null
N660FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8B4BB,ABY,759,null,0000-00-00,1995-07-03T22:00:00.000Z,1995-09-19T22:00:00.000Z,1995-09-19T22:00:00.000Z,null,F4-605R,FX,null,Bank of New York Trustee,2,JET,22.0,active,null
N661FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8B872,ABY,760,null,0000-00-00,1995-08-23T22:00:00.000Z,1995-10-24T23:00:00.000Z,1995-10-24T23:00:00.000Z,null,F4-605R,FX,null,Bank of New York Trustee,2,JET,22.0,active,null
N662FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8BC29,ABY,761,null,0000-00-00,1996-08-01T22:00:00.000Z,1996-09-22T22:00:00.000Z,1996-09-22T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,21.0,active,null
N663FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8BFE0,ABY,766,null,0000-00-00,1995-09-13T22:00:00.000Z,1995-11-28T23:00:00.000Z,1995-11-28T23:00:00.000Z,null,F4-605R,FX,null,Bank of New York Trustee,2,JET,22.0,active,null
N664FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8C397,ABY,768,null,0000-00-00,1995-11-15T23:00:00.000Z,1996-02-19T23:00:00.000Z,1996-02-19T23:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,21.0,active,null
N665FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8C74E,ABY,769,null,0000-00-00,1995-12-20T23:00:00.000Z,1996-03-18T23:00:00.000Z,1996-03-18T23:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,21.0,active,null
N667FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8CEBC,ABY,771,null,0000-00-00,1996-06-30T22:00:00.000Z,1996-08-27T22:00:00.000Z,1996-08-27T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,21.0,active,null
N668FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8D273,ABY,772,null,0000-00-00,1996-03-16T23:00:00.000Z,1996-05-23T22:00:00.000Z,1996-05-23T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,21.0,active,null
N669FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8D62A,ABY,774,null,0000-00-00,1996-04-10T22:00:00.000Z,1996-06-24T22:00:00.000Z,1996-06-24T22:00:00.000Z,null,F4-605R,FX,null,Wells Fargo Bank Northwest NA Trustee,2,JET,21.0,active,null
N670FE,Airbus A300/A310,A300-600F,A300,A300F4-605R,A8DC3A,ABY,777,null,0000-00-00,1997-04-10T22:00:00.000Z,1997-06-08T22:00:00.000Z,1997-06-08T22:00:00.000Z,null,F4-605R,FX,null,US Bank NA Trustee,2,JET,20.0,active,null
